instance,topic
Q455023,Q82955
Q455023,Q83307
Q455023,Q4594605
Q984375,Q82955
Q984375,Q83307
Q47691216,Q82955
Q20012759,Q7278
Q966529,Q82955
Q23731823,Q7278
Q82892,Q7278
Q20012759,Q7278
Q23731823,Q7278
Q30337196,Q82955
Q30337196,Q185351
Q3579995,Q82955
Q1726930,Q40348
Q1726930,Q82955
Q1726930,Q185351
Q47691216,Q82955
