instance,topic
Q16577781,Q27020041
Q16577781,Q27020041
Q157809,Q12840545
Q376897,Q12840545
Q16577781,Q27020041
Q16577781,Q27020041
Q457107,Q103842693
Q457107,Q103842693
Q457107,Q103842693
Q457107,Q103842693
Q445935,Q12840545
Q445961,Q12840545
Q445910,Q41583
Q445910,Q12840545
Q445910,Q13365201
Q457107,Q103842693
Q457107,Q103842693
Q3206708,Q12840545
Q457107,Q103842693
Q457107,Q103842693
Q8613,Q159821
Q8613,Q159821
Q16639389,Q13406554
Q16639389,Q13406554
