instance,topic
Q5212833,Q28389
Q5212833,Q33999
Q5212833,Q2526255
Q5212833,Q10798782
Q5212833,Q10800557
Q21095965,Q11424
Q21095965,Q11424
Q364421,Q28389
Q364421,Q1930187
Q364421,Q2526255
Q738662,Q11424
Q738662,Q11424
Q280413,Q13582798
Q280413,Q13582798
Q13344,Q3551775
Q13344,Q3551775
Q564954,Q773668
Q564954,Q5633421
Q564954,Q73365221
Q564954,Q773668
Q564954,Q5633421
Q564954,Q73365221
