instance,topic
Q280413,Q13582798
Q280413,Q13582798
Q1546437,Q3918
Q1546437,Q1542938
Q1546437,Q3918
Q1546437,Q1542938
Q273626,Q1663017
Q273626,Q1663017
Q2868312,Q327333
Q2868312,Q327333
Q417765,Q11173
Q417765,Q12140
Q417765,Q11173
Q417765,Q12140
