instance,topic
Q18172006,Q14089670
Q1361000,Q14645593
Q1361000,Q14645593
Q518116,Q58840819
Q518116,Q58840819
Q518116,Q58840819
Q518116,Q58840819
Q16642,Q18608583
Q16642,Q59134402
Q16642,Q18608583
Q16642,Q59134402
Q18172006,Q14089670
