instance,topic
Q131535,Q431289
Q131535,Q22999537
Q131535,Q431289
Q131535,Q22999537
Q42262,Q245065
Q42262,Q484652
Q42262,Q17505024
Q42262,Q245065
Q42262,Q484652
Q42262,Q17505024
Q15720682,Q41291
Q15720682,Q41291
Q18532,Q29048322
Q18532,Q29048322
Q44532,Q15057021
Q44532,Q15057021
Q57384,Q42973
Q57384,Q47064
Q57384,Q81096
Q57384,Q169470
Q57384,Q205375
Q57384,Q15895020
Q57384,Q15980158
Q18387,Q41291
Q18387,Q41291
