instance,topic
Q764618,Q3665646
Q7156,Q476028
Q7156,Q15944511
Q7156,Q20639856
Q7156,Q476028
Q7156,Q15944511
Q7156,Q20639856
Q764618,Q3665646
Q3486211,Q3665646
Q3486211,Q5137571
Q185982,Q623109
Q185982,Q623109
Q4630359,Q27020041
Q4630359,Q27020041
Q46199,Q11422536
Q46199,Q15986354
Q46199,Q11422536
Q46199,Q15986354
Q554866,Q3665646
Q457376,Q13393265
Q457376,Q13393265
Q1933939,Q13580678
Q1933939,Q13580678
Q331358,Q3665646
Q265383,Q3665646
Q2429412,Q3665646
