instance,topic
Q27978402,Q7278
Q18398335,Q1238570
Q18398335,Q1622272
Q5829,Q82955
Q5829,Q539371
Q5829,Q1930187
Q5829,Q3024627
Q5829,Q5758653
Q170972,Q7278
Q83003,Q36180
Q83003,Q82955
Q83003,Q188094
Q83003,Q201788
Q83003,Q1930187
Q83003,Q2306091
Q83003,Q4263842
Q83003,Q4964182
