instance,topic
Q130798,Q2252262
Q130798,Q55960555
Q130798,Q1294626
Q130798,Q177220
Q130798,Q753110
Q130798,Q856887
Q130798,Q1294626
Q130798,Q2252262
Q130798,Q55960555
Q180861,Q28389
Q180861,Q36834
Q180861,Q177220
Q180861,Q183945
Q180861,Q386854
Q180861,Q486748
Q180861,Q488205
Q180861,Q584301
Q180861,Q855091
Q180861,Q2526255
Q180861,Q12377274
Q180861,Q16323111
Q180861,Q55960555
Q642477,Q177220
Q642477,Q2252262
