instance,topic
Q984375,Q82955
Q984375,Q83307
Q455023,Q82955
Q455023,Q83307
Q455023,Q4594605
Q20012759,Q7278
Q984375,Q82955
Q984375,Q83307
Q20012759,Q7278
Q47691216,Q82955
Q966529,Q82955
Q23731823,Q7278
