instance,topic
Q170972,Q7278
Q3351018,Q82955
Q960150,Q82955
Q960150,Q83307
Q960150,Q5758653
Q3264768,Q82955
Q3052795,Q82955
Q228977,Q82955
Q228977,Q3114657
Q3379749,Q82955
Q3052772,Q372436
Q818118,Q82955
Q3455745,Q82955
Q3455745,Q63755375
Q23731823,Q7278
Q2020823,Q82955
Q3189473,Q82955
Q3189473,Q3130384
Q291385,Q82955
Q2038,Q40348
Q2038,Q82955
Q2038,Q1930187
