instance,topic
Q9680,Q82414
Q9680,Q82414
Q175386,Q11422536
Q175386,Q11422536
Q4344898,Q4438121
Q4344898,Q4438121
Q8613,Q159821
Q8613,Q159821
Q749394,Q163740
Q749394,Q41818119
Q749394,Q163740
Q749394,Q41818119
Q1142161,Q3327913
Q1142161,Q3327913
Q22280019,Q40348
Q22280019,Q1622272
Q9678,Q82414
Q9678,Q82414
