instance,topic
Q2514772,Q40348
Q2514772,Q82955
Q3106502,Q40348
Q3106502,Q82955
Q3106502,Q185351
Q511564,Q82955
Q511564,Q1622272
Q2564988,Q1752346
Q2564988,Q1752346
Q142,Q6256
Q142,Q7270
Q142,Q3624078
Q142,Q51576574
Q142,Q6256
Q142,Q7270
Q142,Q3624078
Q142,Q51576574
Q3106502,Q40348
Q3106502,Q82955
Q3106502,Q185351
Q511564,Q82955
Q511564,Q1622272
Q3052772,Q372436
Q2978374,Q599151
