instance,topic
Q49478,Q36180
Q49478,Q214917
Q49478,Q482980
Q49478,Q1930187
Q49478,Q6625963
Q18413745,Q33999
Q18413745,Q482980
Q18413745,Q12406482
Q1050982,Q2259451
Q1050982,Q3387717
Q1050982,Q10798782
Q1050982,Q10800557
Q3218747,Q33999
Q3340587,Q28389
Q3340587,Q33999
Q3340587,Q2526255
Q275664,Q33999
Q275664,Q2259451
Q275664,Q4610556
Q275664,Q10800557
Q551849,Q33999
Q551849,Q2259451
Q551849,Q10798782
Q551849,Q10800557
Q2389393,Q33999
Q7738,Q10732476
