instance,topic
Q157,Q372436
Q3052772,Q372436
Q632552,Q35749
Q632552,Q189445
Q632552,Q35749
Q632552,Q189445
Q193582,Q11204
Q193582,Q375928
Q193582,Q1752346
Q193582,Q11204
Q193582,Q375928
Q193582,Q1752346
