instance,topic
Q192615,Q189290
Q286375,Q121594
Q286375,Q170790
Q3592053,Q193391
Q3592053,Q1930187
Q2865261,Q214917
Q2865261,Q1930187
Q529,Q18805
Q529,Q593644
Q529,Q1622272
Q529,Q1781198
Q529,Q2919046
Q529,Q3779582
Q7186,Q169470
Q7186,Q593644
Q7186,Q1622272
Q7186,Q16742096
Q377066,Q955824
Q188771,Q414147
Q188771,Q1966910
Q179023,Q1790360
Q23816917,Q11032
Q2082831,Q43229
Q2082831,Q1110794
Q3224404,Q1110794
