instance,topic
Q57158,Q82955
Q57158,Q1930187
Q179888,Q36180
Q179888,Q40348
Q179888,Q82955
Q179888,Q193391
Q179888,Q372436
Q179888,Q1930187
Q152925,Q131569
Q191974,Q40348
Q191974,Q82955
Q191974,Q1930187
Q675003,Q1002697
Q467800,Q442927
Q467800,Q2085381
Q103320,Q1930187
