instance,topic
Q215987,Q11204
Q215987,Q637846
Q3166130,Q82955
Q356032,Q82955
Q3262649,Q82955
Q3370828,Q82955
Q3370828,Q105186
Q3370674,Q82955
Q3385377,Q82955
Q3588304,Q82955
Q5891192,Q11953074
Q358387,Q40348
Q358387,Q81096
Q358387,Q82955
Q358387,Q185351
Q13414621,Q820655
Q320283,Q375928
Q2986535,Q16261439
Q6085690,Q271855
