instance,topic
Q2960124,Q188094
Q2960124,Q806798
Q2960124,Q28004591
Q2031553,Q43845
Q2031553,Q82955
Q5891192,Q11953074
Q806950,Q22687
Q806950,Q66344
Q806950,Q4830453
Q685918,Q66344
Q685918,Q480242
Q14996,Q40348
Q14996,Q82955
Q14996,Q185351
Q14996,Q188094
Q14996,Q193391
