instance,topic
Q274540,Q40348
Q274540,Q82955
Q274540,Q372436
Q2788498,Q81096
Q2788498,Q82955
Q134982,Q14284
Q134982,Q82955
Q134982,Q193391
Q134982,Q212238
Q191974,Q40348
Q191974,Q82955
Q191974,Q1930187
Q166663,Q82955
Q166663,Q10873124
Q43287,Q3024240
Q43287,Q11514315
Q449709,Q2139657
