instance,topic
Q407448,Q4830453
Q537061,Q43845
Q537061,Q81096
Q537061,Q169470
Q537061,Q205375
Q537061,Q593644
Q382573,Q81096
Q382573,Q6606110
Q382573,Q10349745
Q715906,Q170790
Q715906,Q1622272
Q209842,Q3551775
