instance,topic
Q37193,Q33231
Q37193,Q39631
Q37193,Q205375
Q37193,Q593644
Q37193,Q864503
Q37193,Q1622272
Q437983,Q39631
Q437983,Q15634281
Q437983,Q15634285
Q437983,Q15816836
Q337555,Q162633
Q337555,Q1966910
Q391083,Q16917
Q391083,Q31855
Q391083,Q2385804
Q1029190,Q202883
Q1029190,Q3779582
Q4722350,Q202883
Q4722350,Q864503
Q53347259,Q39631
Q53347259,Q169470
Q798309,Q134808
Q3421172,Q3126128
Q12204,Q12136
Q12204,Q314676
Q50822285,Q39631
Q62502469,Q39631
