instance,topic
Q47507976,Q2095549
Q2397986,Q2095549
Q559687,Q47064
Q559687,Q82955
Q3372326,Q2095549
Q2959871,Q82955
Q2959871,Q336221
Q3185574,Q2095549
Q210682,Q43702
Q210682,Q56061
Q516033,Q4830453
Q516033,Q6881511
