instance,topic
Q11005,Q375928
Q166635,Q82955
Q247589,Q82955
Q223729,Q386724
Q223729,Q4167410
Q8016,Q82955
Q8016,Q201788
Q188999,Q82955
Q58211956,Q2500378
Q58211956,Q20901295
Q166646,Q82955
Q166646,Q193391
Q166646,Q1930187
