instance,topic
Q542627,Q82955
Q542627,Q193391
Q313623,Q82955
Q313623,Q193391
Q313623,Q14915627
Q2520566,Q86622
Q1137842,Q86622
Q2742769,Q43229
Q8736,Q625298
