instance,topic
Q16250181,Q11424
Q1686440,Q28389
Q1686440,Q33999
Q1686440,Q2526255
Q430182,Q28389
Q430182,Q36180
Q430182,Q1930187
Q430182,Q6625963
Q15078919,Q36180
Q15078919,Q49757
Q3372643,Q33999
Q3372643,Q10800557
Q3289551,Q33999
Q3171592,Q10800557
Q3171592,Q11481802
Q2292251,Q24354
Q2292251,Q5193377
