instance,topic
Q3156003,Q11424
Q3170696,Q28389
Q3170696,Q2526255
Q3170696,Q3282637
Q3292507,Q28389
Q3292507,Q33999
Q3292507,Q2526255
Q3292507,Q3282637
Q14931659,Q11424
Q2072517,Q11424
Q3484541,Q33999
Q3484541,Q10800557
Q3484545,Q33999
Q3507203,Q33999
Q3142096,Q33999
Q2934860,Q33999
Q15974123,Q33999
Q15974123,Q1028181
Q3130926,Q2526255
Q3130926,Q10800557
Q451631,Q177220
Q451631,Q1397808
Q451631,Q2259451
Q451631,Q10800557
