instance,topic
Q271878,Q82955
Q271878,Q193391
Q271878,Q11900058
Q18197798,Q193391
Q18197798,Q201788
Q18197798,Q864380
Q166663,Q82955
Q166663,Q10873124
Q3300459,Q82955
Q3300459,Q193391
Q1054146,Q82955
Q1054146,Q193391
Q22569906,Q3621491
Q22569906,Q13418253
Q58211956,Q2500378
Q58211956,Q20901295
