entity,type,id
Jonathan Danty,Person,Q18172006
Stade Français,Organization,Q1361000
Equipe de France,Organization,Q518116
Rugbyrama,Company,
XV de France,Organization,Q518116
Tournoi des Six Nations,Organization,Q16642
Danty,Person,Q18172006
France,Location,Q142
Irlande,Location,Q22890
