entity,type,id
Jean-Luc Rigaut,Person,Q3167254
Assemblée des communautés de France,Organization,Q2867050
AdCF,Organization,Q2867050
réseau et des territoires de la Caisse des dépôts,Organization,-
Caisse des dépôts,Organization,Q846484
Marc Abadie,Person,-
Abadie,Person,-
France,Location,Q142
