entity,type,id
Melbourne,Location,Q3141
Grand Chelem,Organization,Q102113
Rod Laver,Person,Q105550
Roger Federer,Person,Q1426
Marin Cilic,Person,Q245241
Wimbledon,Organization,Q41520
Steffi Graf,Person,Q11662
Serena Williams,Person,Q11459
David Goffin,Person,Q19406
Juan Martin Del Potro,Person,Q180535
Alexander Zverev,Person,Q13990552
Stanislas Wawrinka,Person,Q193661
Novak Djokovic,Person,Q5812
Chung Hyeon,Person,Q13616024
Andy Murray,Person,Q10125
