entity,type,id
Laurent Marcangeli,Person,Q2514772
Corse,Location,Q14112
Gilles Simeoni,Person,Q3106502
Jean-Guy Talamoni,Person,Q511564
Assemblée,Organization,Q2564988
Etat,Organization,Q142
Simeoni,Person,Q3106502
Talamoni,Person,Q511564
Ajaccio,Location,Q40104
Emmanuel Macron,Person,Q3052772
Claude Erignac,Person,Q2978374
Méditerranée,Location,Q4918
Corses,Person,-
