entity,type,id
Chine,Location,Q148
Dolly,,Q171433
Écosse,Location,Q22
Zhong Zhong,,Q52117815
Hua Hua,,Q52117821
États-Unis,Location,Q30
Tetra,,Q7706188
Ian Wilmut,Person,Q1353638
Édimbourg,Location,Q23436
Sooam Biotech,Company,-
Corinne Cotinot,Person,-
INRA,Organization,Q1665106
Cell,Organization,Q655814
Argentine,Location,Q414
Brésil,Location,Q155
