entity,type,id
Le Figaro,Company,Q216047
Nasa,Organization,Q23548
Lune,,Q405
Terre,,Q2
Soleil,,Q525
Sky&Telescope,Organization,Q1328902
Russie,Location,Q159
Europe,Location,Q46
Etats-Unis,Location,Q30
Océanie,Location,Q538
Polynésie française,Location,Q30971
EarthSky.org,Product,-
