entity,type,id
Elisabeth Revol,Person,Q24937939
Sancho Pança,FictionalCharacter,Q630823
Don Quichotte,FictionalCharacter,Q944201
Cervantès,Person,Q5682
Pança,FictionalCharacter,Q630823
