entity,type,id
Wauquiez,Person,Q984375
Pécresse,Person,Q455023
Les Républicains,Organization,Q20012759
Laurent Wauquiez,Person,Q984375
Ile-de-France,Location,Q13917
Valérie Pécresse,Person,Q455023
Sagy,Location,Q257751
LR,Organization,Q20012759
Antoine Savignat,Person,Q47691216
Val-d’Oise,Location,Q12784
LREM,Location,Q23731823
Damien Abad,Person,Q966529
Français,Organization,-
CSG,,Q2996030
Paris,Location,Q90
La République en marche,Organization,Q23731823
