entity,type,id
Damon Gameau,Person,Q5212833
Sugarland,Product,Q21095965
stéatose hépatique,,Q2335423
Morgan Spurlock,Person,Q364421
Super Size Me,Product,Q738662
Serge Ahmed,Person,-
CNRS,Organization,Q280413
université de Bordeaux,Organization,Q13344
PloS One,Organization,Q564954
