entity,type,id
Alban Lemasson,Person,-
Afrique,Location,Q15
Cameroun,Location,Q1009
Côte d’Ivoire,Location,Q1008
France,Location,Q142
Gorilles dans la brume,Product,Q1012216
Diane Fossey,person,Q234224
Congo,Location,Q974
mones de Campbell,,Q305093
Cercopithecus campbelli,,Q40463227
Paimpont,Location,Q152741
Rennes,Location,Location,Q647
Martine Hausberger,Person,-
