entity,type,id
François Hollande,Person,Q157
CSG,,Q2996030
Emmanuel Macron,Person,Q3052772
Parlement,Organization,Q632552
CRDS,,Q2996027
Gérald Darmanin,,Q3123610
JDD,,Q501461
Assemblée,Organization,Q193582
